SRID	NAME	PROJ
24311	Kalianpur 1962 / UTM zone 41N	+proj=utm +zone=41 +a=6377301.243 +b=6356100.230165385 +towgs84=283,682,231,0,0,0,0 +units=m +no_defs 
24312	Kalianpur 1962 / UTM zone 42N	+proj=utm +zone=42 +a=6377301.243 +b=6356100.230165385 +towgs84=283,682,231,0,0,0,0 +units=m +no_defs 
24313	Kalianpur 1962 / UTM zone 43N	+proj=utm +zone=43 +a=6377301.243 +b=6356100.230165385 +towgs84=283,682,231,0,0,0,0 +units=m +no_defs 
24342	Kalianpur 1975 / UTM zone 42N	+proj=utm +zone=42 +a=6377299.151 +b=6356098.145120132 +towgs84=295,736,257,0,0,0,0 +units=m +no_defs 
24343	Kalianpur 1975 / UTM zone 43N	+proj=utm +zone=43 +a=6377299.151 +b=6356098.145120132 +towgs84=295,736,257,0,0,0,0 +units=m +no_defs 
24344	Kalianpur 1975 / UTM zone 44N	+proj=utm +zone=44 +a=6377299.151 +b=6356098.145120132 +towgs84=295,736,257,0,0,0,0 +units=m +no_defs 
24345	Kalianpur 1975 / UTM zone 45N	+proj=utm +zone=45 +a=6377299.151 +b=6356098.145120132 +towgs84=295,736,257,0,0,0,0 +units=m +no_defs 
24346	Kalianpur 1975 / UTM zone 46N	+proj=utm +zone=46 +a=6377299.151 +b=6356098.145120132 +towgs84=295,736,257,0,0,0,0 +units=m +no_defs 
24347	Kalianpur 1975 / UTM zone 47N	+proj=utm +zone=47 +a=6377299.151 +b=6356098.145120132 +towgs84=295,736,257,0,0,0,0 +units=m +no_defs 
24370	Kalianpur 1880 / India zone 0	+proj=lcc +lat_1=39.5 +lat_0=39.5 +lon_0=68 +k_0=0.99846154 +x_0=2153865.73916853 +y_0=2368292.194628102 +a=6377299.36559538 +b=6356098.357204817 +to_meter=0.9143985307444408 +no_defs 
24371	Kalianpur 1880 / India zone I	+proj=lcc +lat_1=32.5 +lat_0=32.5 +lon_0=68 +k_0=0.99878641 +x_0=2743195.592233322 +y_0=914398.5307444407 +a=6377299.36559538 +b=6356098.357204817 +to_meter=0.9143985307444408 +no_defs 
24372	Kalianpur 1880 / India zone IIa	+proj=lcc +lat_1=26 +lat_0=26 +lon_0=74 +k_0=0.99878641 +x_0=2743195.592233322 +y_0=914398.5307444407 +a=6377299.36559538 +b=6356098.357204817 +to_meter=0.9143985307444408 +no_defs 
24373	Kalianpur 1880 / India zone III	+proj=lcc +lat_1=19 +lat_0=19 +lon_0=80 +k_0=0.99878641 +x_0=2743195.592233322 +y_0=914398.5307444407 +a=6377299.36559538 +b=6356098.357204817 +to_meter=0.9143985307444408 +no_defs 
24374	Kalianpur 1880 / India zone IV	+proj=lcc +lat_1=12 +lat_0=12 +lon_0=80 +k_0=0.99878641 +x_0=2743195.592233322 +y_0=914398.5307444407 +a=6377299.36559538 +b=6356098.357204817 +to_meter=0.9143985307444408 +no_defs 
24375	Kalianpur 1937 / India zone IIb	+proj=lcc +lat_1=26 +lat_0=26 +lon_0=90 +k_0=0.99878641 +x_0=2743185.69 +y_0=914395.23 +a=6377276.345 +b=6356075.413140239 +units=m +no_defs 
24376	Kalianpur 1962 / India zone I	+proj=lcc +lat_1=32.5 +lat_0=32.5 +lon_0=68 +k_0=0.99878641 +x_0=2743196.4 +y_0=914398.8 +a=6377301.243 +b=6356100.230165385 +towgs84=283,682,231,0,0,0,0 +units=m +no_defs 
24377	Kalianpur 1962 / India zone IIa	+proj=lcc +lat_1=26 +lat_0=26 +lon_0=74 +k_0=0.99878641 +x_0=2743196.4 +y_0=914398.8 +a=6377301.243 +b=6356100.230165385 +towgs84=283,682,231,0,0,0,0 +units=m +no_defs 
24378	Kalianpur 1975 / India zone I	+proj=lcc +lat_1=32.5 +lat_0=32.5 +lon_0=68 +k_0=0.99878641 +x_0=2743195.5 +y_0=914398.5 +a=6377299.151 +b=6356098.145120132 +towgs84=295,736,257,0,0,0,0 +units=m +no_defs 
24379	Kalianpur 1975 / India zone IIa	+proj=lcc +lat_1=26 +lat_0=26 +lon_0=74 +k_0=0.99878641 +x_0=2743195.5 +y_0=914398.5 +a=6377299.151 +b=6356098.145120132 +towgs84=295,736,257,0,0,0,0 +units=m +no_defs 
24380	Kalianpur 1975 / India zone IIb	+proj=lcc +lat_1=26 +lat_0=26 +lon_0=90 +k_0=0.99878641 +x_0=2743195.5 +y_0=914398.5 +a=6377299.151 +b=6356098.145120132 +towgs84=295,736,257,0,0,0,0 +units=m +no_defs 
24381	Kalianpur 1975 / India zone III	+proj=lcc +lat_1=19 +lat_0=19 +lon_0=80 +k_0=0.99878641 +x_0=2743195.5 +y_0=914398.5 +a=6377299.151 +b=6356098.145120132 +towgs84=295,736,257,0,0,0,0 +units=m +no_defs 
24382	Kalianpur 1880 / India zone IIb	+proj=lcc +lat_1=26 +lat_0=26 +lon_0=90 +k_0=0.99878641 +x_0=2743195.592233322 +y_0=914398.5307444407 +a=6377299.36559538 +b=6356098.357204817 +to_meter=0.9143985307444408 +no_defs 
24383	Kalianpur 1975 / India zone IV	+proj=lcc +lat_1=12 +lat_0=12 +lon_0=80 +k_0=0.99878641 +x_0=2743195.5 +y_0=914398.5 +a=6377299.151 +b=6356098.145120132 +towgs84=295,736,257,0,0,0,0 +units=m +no_defs 
24500	Kertau / Singapore Grid	+proj=cass +lat_0=1.287646666666667 +lon_0=103.8530022222222 +x_0=30000 +y_0=30000 +a=6377304.063 +b=6356103.038993155 +towgs84=-11,851,5,0,0,0,0 +units=m +no_defs 
24547	Kertau / UTM zone 47N	+proj=utm +zone=47 +a=6377304.063 +b=6356103.038993155 +towgs84=-11,851,5,0,0,0,0 +units=m +no_defs 
24548	Kertau / UTM zone 48N	+proj=utm +zone=48 +a=6377304.063 +b=6356103.038993155 +towgs84=-11,851,5,0,0,0,0 +units=m +no_defs 
24571	Kertau / R.S.O. Malaya (ch)	+proj=omerc +lat_0=4 +lonc=102.25 +alpha=323.0257905 +k=0.99984 +x_0=804671.2997750348 +y_0=0 +a=6377304.063 +b=6356103.038993155 +towgs84=-11,851,5,0,0,0,0 +to_meter=20.11678249437587 +no_defs 
24600	KOC Lambert	+proj=lcc +lat_1=32.5 +lat_0=32.5 +lon_0=45 +k_0=0.9987864078000001 +x_0=1500000 +y_0=1166200 +ellps=clrk80 +units=m +no_defs 
24718	La Canoa / UTM zone 18N	+proj=utm +zone=18 +ellps=intl +towgs84=-273.5,110.6,-357.9,0,0,0,0 +units=m +no_defs 
24719	La Canoa / UTM zone 19N	+proj=utm +zone=19 +ellps=intl +towgs84=-273.5,110.6,-357.9,0,0,0,0 +units=m +no_defs 
24720	La Canoa / UTM zone 20N	+proj=utm +zone=20 +ellps=intl +towgs84=-273.5,110.6,-357.9,0,0,0,0 +units=m +no_defs 
24818	PSAD56 / UTM zone 18N	+proj=utm +zone=18 +ellps=intl +units=m +no_defs
24819	PSAD56 / UTM zone 19N	+proj=utm +zone=19 +ellps=intl +units=m +no_defs
24820	PSAD56 / UTM zone 20N	+proj=utm +zone=20 +ellps=intl +units=m +no_defs
24821	PSAD56 / UTM zone 21N	+proj=utm +zone=21 +ellps=intl +units=m +no_defs
24877	PSAD56 / UTM zone 17S	+proj=utm +zone=17 +south +ellps=intl +units=m +no_defs
24878	PSAD56 / UTM zone 18S	+proj=utm +zone=18 +south +ellps=intl +units=m +no_defs
24879	PSAD56 / UTM zone 19S	+proj=utm +zone=19 +south +ellps=intl +units=m +no_defs
24880	PSAD56 / UTM zone 20S	+proj=utm +zone=20 +south +ellps=intl +units=m +no_defs
24882	PSAD56 / UTM zone 22S	+proj=utm +zone=22 +south +ellps=intl +units=m +no_defs
24891	PSAD56 / Peru west zone	+proj=tmerc +lat_0=-6 +lon_0=-80.5 +k=0.999830 +x_0=222000 +y_0=1426834.743 +ellps=intl +units=m +no_defs 
24892	PSAD56 / Peru central zone	+proj=tmerc +lat_0=-9.5 +lon_0=-76 +k=0.999330 +x_0=720000 +y_0=1039979.159 +ellps=intl +units=m +no_defs 
24893	PSAD56 / Peru east zone	+proj=tmerc +lat_0=-9.5 +lon_0=-70.5 +k=0.999530 +x_0=1324000 +y_0=1040084.558 +ellps=intl +units=m +no_defs 
25000	Leigon / Ghana Metre Grid	+proj=tmerc +lat_0=4.666666666666667 +lon_0=-1 +k=0.999750 +x_0=274319.51 +y_0=0 +ellps=clrk80 +towgs84=-130,29,364,0,0,0,0 +units=m +no_defs 
25231	Lome / UTM zone 31N	+proj=utm +zone=31 +a=6378249.2 +b=6356515 +units=m +no_defs 
25391	Luzon 1911 / Philippines zone I	+proj=tmerc +lat_0=0 +lon_0=117 +k=0.999950 +x_0=500000 +y_0=0 +ellps=clrk66 +units=m +no_defs 
25392	Luzon 1911 / Philippines zone II	+proj=tmerc +lat_0=0 +lon_0=119 +k=0.999950 +x_0=500000 +y_0=0 +ellps=clrk66 +units=m +no_defs 
25393	Luzon 1911 / Philippines zone III	+proj=tmerc +lat_0=0 +lon_0=121 +k=0.999950 +x_0=500000 +y_0=0 +ellps=clrk66 +units=m +no_defs 
25394	Luzon 1911 / Philippines zone IV	+proj=tmerc +lat_0=0 +lon_0=123 +k=0.999950 +x_0=500000 +y_0=0 +ellps=clrk66 +units=m +no_defs 
25395	Luzon 1911 / Philippines zone V	+proj=tmerc +lat_0=0 +lon_0=125 +k=0.999950 +x_0=500000 +y_0=0 +ellps=clrk66 +units=m +no_defs 
25700	Makassar (Jakarta) / NEIEZ	+proj=merc +lat_ts=0 +lon_0=3.192280555555598 +k=0.997000 +x_0=3900000 +y_0=900000 +ellps=bessel +towgs84=-587.8,519.75,145.76,0,0,0,0 +pm=jakarta +units=m +no_defs 
25828	ETRS89 / UTM zone 28N	+proj=utm +zone=28 +ellps=GRS80 +units=m +no_defs
25829	ETRS89 / UTM zone 29N	+proj=utm +zone=29 +ellps=GRS80 +units=m +no_defs
25830	ETRS89 / UTM zone 30N	+proj=utm +zone=30 +ellps=GRS80 +units=m +no_defs
25831	ETRS89 / UTM zone 31N	+proj=utm +zone=31 +ellps=GRS80 +units=m +no_defs
25832	ETRS89 / UTM zone 32N	+proj=utm +zone=32 +ellps=GRS80 +units=m +no_defs
25833	ETRS89 / UTM zone 33N	+proj=utm +zone=33 +ellps=GRS80 +units=m +no_defs
25834	ETRS89 / UTM zone 34N	+proj=utm +zone=34 +ellps=GRS80 +units=m +no_defs
25835	ETRS89 / UTM zone 35N	+proj=utm +zone=35 +ellps=GRS80 +units=m +no_defs
25836	ETRS89 / UTM zone 36N	+proj=utm +zone=36 +ellps=GRS80 +units=m +no_defs
25837	ETRS89 / UTM zone 37N	+proj=utm +zone=37 +ellps=GRS80 +units=m +no_defs
25838	ETRS89 / UTM zone 38N	+proj=utm +zone=38 +ellps=GRS80 +units=m +no_defs
25884	ETRS89 / TM Baltic93	+proj=tmerc +lat_0=0 +lon_0=24 +k=0.999600 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs 
25932	Malongo 1987 / UTM zone 32S	+proj=utm +zone=32 +south +ellps=intl +units=m +no_defs
26191	Merchich / Nord Maroc	+proj=lcc +lat_1=33.3 +lat_0=33.3 +lon_0=-5.4 +k_0=0.999625769 +x_0=500000 +y_0=300000 +a=6378249.2 +b=6356515 +towgs84=31,146,47,0,0,0,0 +units=m +no_defs 
26192	Merchich / Sud Maroc	+proj=lcc +lat_1=29.7 +lat_0=29.7 +lon_0=-5.4 +k_0=0.9996155960000001 +x_0=500000 +y_0=300000 +a=6378249.2 +b=6356515 +towgs84=31,146,47,0,0,0,0 +units=m +no_defs 
26193	Merchich / Sahara	+proj=lcc +lat_1=26.1 +lat_0=26.1 +lon_0=-5.4 +k_0=0.9996 +x_0=1200000 +y_0=400000 +a=6378249.2 +b=6356515 +towgs84=31,146,47,0,0,0,0 +units=m +no_defs 
26194	Merchich / Sahara Nord	+proj=lcc +lat_1=26.1 +lat_0=26.1 +lon_0=-5.4 +k_0=0.999616304 +x_0=1200000 +y_0=400000 +a=6378249.2 +b=6356515 +towgs84=31,146,47,0,0,0,0 +units=m +no_defs 
26195	Merchich / Sahara Sud	+proj=lcc +lat_1=22.5 +lat_0=22.5 +lon_0=-5.4 +k_0=0.999616437 +x_0=1500000 +y_0=400000 +a=6378249.2 +b=6356515 +towgs84=31,146,47,0,0,0,0 +units=m +no_defs 
26237	Massawa / UTM zone 37N	+proj=utm +zone=37 +ellps=bessel +towgs84=639,405,60,0,0,0,0 +units=m +no_defs 
26331	Minna / UTM zone 31N	+proj=utm +zone=31 +ellps=clrk80 +units=m +no_defs
26332	Minna / UTM zone 32N	+proj=utm +zone=32 +ellps=clrk80 +units=m +no_defs
26391	Minna / Nigeria West Belt	+proj=tmerc +lat_0=4 +lon_0=4.5 +k=0.999750 +x_0=230738.26 +y_0=0 +ellps=clrk80 +units=m +no_defs 
26392	Minna / Nigeria Mid Belt	+proj=tmerc +lat_0=4 +lon_0=8.5 +k=0.999750 +x_0=670553.98 +y_0=0 +ellps=clrk80 +units=m +no_defs 
26393	Minna / Nigeria East Belt	+proj=tmerc +lat_0=4 +lon_0=12.5 +k=0.999750 +x_0=1110369.7 +y_0=0 +ellps=clrk80 +units=m +no_defs 
26432	Mhast / UTM zone 32S	+proj=utm +zone=32 +south +ellps=intl +towgs84=-252.95,-4.11,-96.38,0,0,0,0 +units=m +no_defs 
26591	Monte Mario (Rome) / Italy zone 1	+proj=tmerc +lat_0=0 +lon_0=-3.45233333333333 +k=0.999600 +x_0=1500000 +y_0=0 +ellps=intl +pm=rome +units=m +no_defs 
26592	Monte Mario (Rome) / Italy zone 2	+proj=tmerc +lat_0=0 +lon_0=2.54766666666667 +k=0.999600 +x_0=2520000 +y_0=0 +ellps=intl +pm=rome +units=m +no_defs 
26632	M'poraloko / UTM zone 32N	+proj=utm +zone=32 +a=6378249.2 +b=6356515 +units=m +no_defs 
26692	M'poraloko / UTM zone 32S	+proj=utm +zone=32 +south +a=6378249.2 +b=6356515 +units=m +no_defs 
26703	NAD27 / UTM zone 3N	+proj=utm +zone=3 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26704	NAD27 / UTM zone 4N	+proj=utm +zone=4 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26705	NAD27 / UTM zone 5N	+proj=utm +zone=5 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26706	NAD27 / UTM zone 6N	+proj=utm +zone=6 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26707	NAD27 / UTM zone 7N	+proj=utm +zone=7 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26708	NAD27 / UTM zone 8N	+proj=utm +zone=8 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26709	NAD27 / UTM zone 9N	+proj=utm +zone=9 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26710	NAD27 / UTM zone 10N	+proj=utm +zone=10 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26711	NAD27 / UTM zone 11N	+proj=utm +zone=11 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26712	NAD27 / UTM zone 12N	+proj=utm +zone=12 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26713	NAD27 / UTM zone 13N	+proj=utm +zone=13 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26714	NAD27 / UTM zone 14N	+proj=utm +zone=14 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26715	NAD27 / UTM zone 15N	+proj=utm +zone=15 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26716	NAD27 / UTM zone 16N	+proj=utm +zone=16 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26717	NAD27 / UTM zone 17N	+proj=utm +zone=17 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26718	NAD27 / UTM zone 18N	+proj=utm +zone=18 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26719	NAD27 / UTM zone 19N	+proj=utm +zone=19 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26720	NAD27 / UTM zone 20N	+proj=utm +zone=20 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26721	NAD27 / UTM zone 21N	+proj=utm +zone=21 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26722	NAD27 / UTM zone 22N	+proj=utm +zone=22 +ellps=clrk66 +datum=NAD27 +units=m +no_defs
26729	NAD27 / Alabama East	+proj=tmerc +lat_0=30.5 +lon_0=-85.83333333333333 +k=0.999960 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26730	NAD27 / Alabama West	+proj=tmerc +lat_0=30 +lon_0=-87.5 +k=0.999933 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26731	NAD27 / Alaska zone 1	+proj=omerc +lat_0=57 +lonc=-133.6666666666667 +alpha=323.1301023611111 +k=0.9999 +x_0=5000000.001016002 +y_0=-5000000.001016002 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26732	NAD27 / Alaska zone 2	+proj=tmerc +lat_0=54 +lon_0=-142 +k=0.999900 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26733	NAD27 / Alaska zone 3	+proj=tmerc +lat_0=54 +lon_0=-146 +k=0.999900 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26734	NAD27 / Alaska zone 4	+proj=tmerc +lat_0=54 +lon_0=-150 +k=0.999900 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26735	NAD27 / Alaska zone 5	+proj=tmerc +lat_0=54 +lon_0=-154 +k=0.999900 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26736	NAD27 / Alaska zone 6	+proj=tmerc +lat_0=54 +lon_0=-158 +k=0.999900 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26737	NAD27 / Alaska zone 7	+proj=tmerc +lat_0=54 +lon_0=-162 +k=0.999900 +x_0=213360.4267208534 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26738	NAD27 / Alaska zone 8	+proj=tmerc +lat_0=54 +lon_0=-166 +k=0.999900 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26739	NAD27 / Alaska zone 9	+proj=tmerc +lat_0=54 +lon_0=-170 +k=0.999900 +x_0=182880.3657607315 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26740	NAD27 / Alaska zone 10	+proj=lcc +lat_1=53.83333333333334 +lat_2=51.83333333333334 +lat_0=51 +lon_0=-176 +x_0=914401.8288036576 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26741	NAD27 / California zone I	+proj=lcc +lat_1=41.66666666666666 +lat_2=40 +lat_0=39.33333333333334 +lon_0=-122 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26742	NAD27 / California zone II	+proj=lcc +lat_1=39.83333333333334 +lat_2=38.33333333333334 +lat_0=37.66666666666666 +lon_0=-122 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26743	NAD27 / California zone III	+proj=lcc +lat_1=38.43333333333333 +lat_2=37.06666666666667 +lat_0=36.5 +lon_0=-120.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26744	NAD27 / California zone IV	+proj=lcc +lat_1=37.25 +lat_2=36 +lat_0=35.33333333333334 +lon_0=-119 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26745	NAD27 / California zone V	+proj=lcc +lat_1=35.46666666666667 +lat_2=34.03333333333333 +lat_0=33.5 +lon_0=-118 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26746	NAD27 / California zone VI	+proj=lcc +lat_1=33.88333333333333 +lat_2=32.78333333333333 +lat_0=32.16666666666666 +lon_0=-116.25 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26747	NAD27 / California zone VII	+proj=lcc +lat_1=34.41666666666666 +lat_2=33.86666666666667 +lat_0=34.13333333333333 +lon_0=-118.3333333333333 +x_0=1276106.450596901 +y_0=127079.524511049 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26748	NAD27 / Arizona East	+proj=tmerc +lat_0=31 +lon_0=-110.1666666666667 +k=0.999900 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26749	NAD27 / Arizona Central	+proj=tmerc +lat_0=31 +lon_0=-111.9166666666667 +k=0.999900 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26750	NAD27 / Arizona West	+proj=tmerc +lat_0=31 +lon_0=-113.75 +k=0.999933 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26751	NAD27 / Arkansas North	+proj=lcc +lat_1=36.23333333333333 +lat_2=34.93333333333333 +lat_0=34.33333333333334 +lon_0=-92 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26752	NAD27 / Arkansas South	+proj=lcc +lat_1=34.76666666666667 +lat_2=33.3 +lat_0=32.66666666666666 +lon_0=-92 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26753	NAD27 / Colorado North	+proj=lcc +lat_1=39.71666666666667 +lat_2=40.78333333333333 +lat_0=39.33333333333334 +lon_0=-105.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26754	NAD27 / Colorado Central	+proj=lcc +lat_1=39.75 +lat_2=38.45 +lat_0=37.83333333333334 +lon_0=-105.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26755	NAD27 / Colorado South	+proj=lcc +lat_1=38.43333333333333 +lat_2=37.23333333333333 +lat_0=36.66666666666666 +lon_0=-105.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26756	NAD27 / Connecticut	+proj=lcc +lat_1=41.86666666666667 +lat_2=41.2 +lat_0=40.83333333333334 +lon_0=-72.75 +x_0=182880.3657607315 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26757	NAD27 / Delaware	+proj=tmerc +lat_0=38 +lon_0=-75.41666666666667 +k=0.999995 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26758	NAD27 / Florida East	+proj=tmerc +lat_0=24.33333333333333 +lon_0=-81 +k=0.999941 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26759	NAD27 / Florida West	+proj=tmerc +lat_0=24.33333333333333 +lon_0=-82 +k=0.999941 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26760	NAD27 / Florida North	+proj=lcc +lat_1=30.75 +lat_2=29.58333333333333 +lat_0=29 +lon_0=-84.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26766	NAD27 / Georgia East	+proj=tmerc +lat_0=30 +lon_0=-82.16666666666667 +k=0.999900 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26767	NAD27 / Georgia West	+proj=tmerc +lat_0=30 +lon_0=-84.16666666666667 +k=0.999900 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26768	NAD27 / Idaho East	+proj=tmerc +lat_0=41.66666666666666 +lon_0=-112.1666666666667 +k=0.999947 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26769	NAD27 / Idaho Central	+proj=tmerc +lat_0=41.66666666666666 +lon_0=-114 +k=0.999947 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26770	NAD27 / Idaho West	+proj=tmerc +lat_0=41.66666666666666 +lon_0=-115.75 +k=0.999933 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26771	NAD27 / Illinois East	+proj=tmerc +lat_0=36.66666666666666 +lon_0=-88.33333333333333 +k=0.999975 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26772	NAD27 / Illinois West	+proj=tmerc +lat_0=36.66666666666666 +lon_0=-90.16666666666667 +k=0.999941 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26773	NAD27 / Indiana East	+proj=tmerc +lat_0=37.5 +lon_0=-85.66666666666667 +k=0.999967 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26774	NAD27 / Indiana West	+proj=tmerc +lat_0=37.5 +lon_0=-87.08333333333333 +k=0.999967 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26775	NAD27 / Iowa North	+proj=lcc +lat_1=43.26666666666667 +lat_2=42.06666666666667 +lat_0=41.5 +lon_0=-93.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26776	NAD27 / Iowa South	+proj=lcc +lat_1=41.78333333333333 +lat_2=40.61666666666667 +lat_0=40 +lon_0=-93.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26777	NAD27 / Kansas North	+proj=lcc +lat_1=39.78333333333333 +lat_2=38.71666666666667 +lat_0=38.33333333333334 +lon_0=-98 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26778	NAD27 / Kansas South	+proj=lcc +lat_1=38.56666666666667 +lat_2=37.26666666666667 +lat_0=36.66666666666666 +lon_0=-98.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
26779	NAD27 / Kentucky North	+proj=lcc +lat_1=37.96666666666667 +lat_2=38.96666666666667 +lat_0=37.5 +lon_0=-84.25 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +to_meter=0.3048006096012192 +no_defs 
